Compare C:\Projects\Marilo\docs\component-specs with C:\Projects\blazor-docs\components
4/14/2026 9:30:23 AM
Filename,Folder,Comparison Result,Left Date,Right Date,Extension,Differences,Prediffer
hierarchical-data.md,gantt\gantt-tree\data-binding,Text files are different,* 4/9/2026 2:30:23 PM,  3/29/2026 7:36:44 PM,md,1,
overview.md,gantt\gantt-tree\data-binding,Text files are different,* 4/13/2026 12:16:51 PM,  3/29/2026 7:36:44 PM,md,4,
overview.md,gantt\gantt-tree\editing,Text files are different,* 4/9/2026 2:30:18 PM,  3/29/2026 7:36:44 PM,md,3,
popup.md,gantt\gantt-tree\editing,Text files are different,* 3/30/2026 9:08:31 AM,  3/29/2026 7:36:44 PM,md,1,
checkboxlist.md,gantt\gantt-tree\filter,Text files are different,* 4/13/2026 12:16:51 PM,  3/29/2026 7:36:44 PM,md,1,
filter-menu.md,gantt\gantt-tree\filter,Text files are different,* 4/13/2026 12:16:51 PM,  3/29/2026 7:36:44 PM,md,2,
filter-row.md,gantt\gantt-tree\filter,Text files are different,* 4/13/2026 12:16:51 PM,  3/29/2026 7:36:44 PM,md,4,
overview.md,gantt\gantt-tree\filter,Text files are different,* 4/13/2026 12:16:51 PM,  3/29/2026 7:36:44 PM,md,2,
column-chooser.md,gantt\gantt-tree\templates,Text files are different,* 4/13/2026 12:16:51 PM,  3/29/2026 7:36:44 PM,md,2,
editor.md,gantt\gantt-tree\templates,Text files are different,* 3/30/2026 9:08:31 AM,  3/29/2026 7:36:44 PM,md,1,
overview.md,gantt\gantt-tree,Text files are different,* 4/9/2026 2:30:15 PM,  3/29/2026 7:36:44 PM,md,3,
sorting.md,gantt\gantt-tree,Text files are different,* 4/9/2026 12:18:43 PM,  3/29/2026 7:36:44 PM,md,2,
overview.md,gantt\timeline\templates,Text files are different,* 3/30/2026 9:08:31 AM,  3/29/2026 7:36:45 PM,md,1,
task.md,gantt\timeline\templates,Text files are different,* 4/9/2026 12:18:18 PM,  3/29/2026 7:36:45 PM,md,1,
tooltip.md,gantt\timeline\templates,Text files are different,* 4/9/2026 12:18:10 PM,  3/29/2026 7:36:45 PM,md,4,
overview.md,gantt\timeline,Text files are different,* 4/13/2026 12:16:51 PM,  3/29/2026 7:36:45 PM,md,1,
views.md,gantt\timeline,Text files are different,* 4/9/2026 12:25:09 PM,  3/29/2026 7:36:45 PM,md,3,
events.md,gantt,Text files are different,* 4/12/2026 1:15:01 PM,  3/29/2026 7:36:44 PM,md,6,
overview.md,gantt,Text files are different,* 4/13/2026 12:16:51 PM,  3/29/2026 7:36:44 PM,md,4,
refresh-data.md,gantt,Text files are different,* 4/12/2026 12:07:52 PM,  3/29/2026 7:36:44 PM,md,8,
state.md,gantt,Text files are different,* 4/13/2026 12:16:51 PM,  3/29/2026 7:36:44 PM,md,31,
labels.md,gauges\arc,Text files are different,* 3/30/2026 9:08:31 AM,  3/29/2026 7:36:45 PM,md,1,
overview.md,gauges\arc,Text files are different,* 3/30/2026 9:08:31 AM,  3/29/2026 7:36:45 PM,md,1,
scale.md,gauges\arc,Text files are different,* 3/30/2026 9:08:31 AM,  3/29/2026 7:36:45 PM,md,1,
labels.md,gauges\circular,Text files are different,* 3/30/2026 9:08:31 AM,  3/29/2026 7:36:45 PM,md,1,
overview.md,gauges\circular,Text files are different,* 3/30/2026 9:08:31 AM,  3/29/2026 7:36:45 PM,md,1,
scale.md,gauges\circular,Text files are different,* 3/30/2026 9:08:31 AM,  3/29/2026 7:36:45 PM,md,1,
labels.md,gauges\linear,Text files are different,* 3/30/2026 9:08:31 AM,  3/29/2026 7:36:45 PM,md,1,
overview.md,gauges\linear,Text files are different,* 3/30/2026 9:08:31 AM,  3/29/2026 7:36:45 PM,md,1,
pointers.md,gauges\linear,Text files are different,* 3/30/2026 9:08:31 AM,  3/29/2026 7:36:45 PM,md,1,
scale.md,gauges\linear,Text files are different,* 3/30/2026 9:08:31 AM,  3/29/2026 7:36:45 PM,md,1,
labels.md,gauges\radial,Text files are different,* 3/30/2026 9:08:31 AM,  3/29/2026 7:36:45 PM,md,1,
overview.md,gauges\radial,Text files are different,* 3/30/2026 9:08:31 AM,  3/29/2026 7:36:45 PM,md,1,
scale.md,gauges\radial,Text files are different,* 3/30/2026 9:08:31 AM,  3/29/2026 7:36:45 PM,md,1,
overview.md,grid\accessibility,Text files are different,* 4/13/2026 12:17:43 PM,  3/29/2026 7:36:45 PM,md,4,
wai-aria-support.md,grid\accessibility,Text files are different,* 4/12/2026 7:04:53 AM,  3/29/2026 7:36:45 PM,md,8,
auto-generated.md,grid\columns,Text files are different,* 4/13/2026 12:17:43 PM,  3/29/2026 7:36:45 PM,md,16,
bound.md,grid\columns,Text files are different,* 4/13/2026 12:17:43 PM,  3/29/2026 7:36:45 PM,md,4,
checkbox.md,grid\columns,Text files are different,* 4/13/2026 12:17:43 PM,  3/29/2026 7:36:45 PM,md,4,
command.md,grid\columns,Text files are different,* 4/13/2026 12:17:43 PM,  3/29/2026 7:36:45 PM,md,7,
display-format.md,grid\columns,Text files are different,* 4/13/2026 12:17:43 PM,  3/29/2026 7:36:45 PM,md,6,
events.md,grid\columns,Text files are different,* 4/13/2026 12:17:43 PM,  3/29/2026 7:36:45 PM,md,6,
frozen.md,grid\columns,Text files are different,* 4/13/2026 12:17:43 PM,  3/29/2026 7:36:45 PM,md,5,
menu.md,grid\columns,Text files are different,* 4/13/2026 12:17:43 PM,  3/29/2026 7:36:45 PM,md,7,
multi-column-headers.md,grid\columns,Text files are different,* 4/13/2026 12:17:43 PM,  3/29/2026 7:36:45 PM,md,11,
reorder.md,grid\columns,Text files are different,* 4/13/2026 12:17:43 PM,  3/29/2026 7:36:45 PM,md,3,
resize.md,grid\columns,Text files are different,* 4/13/2026 12:17:43 PM,  3/29/2026 7:36:45 PM,md,4,
stacked.md,grid\columns,Text files are different,* 4/13/2026 12:17:43 PM,  3/29/2026 7:36:45 PM,md,9,
virtual.md,grid\columns,Text files are different,* 4/13/2026 12:17:43 PM,  3/29/2026 7:36:45 PM,md,12,
visible.md,grid\columns,Text files are different,* 4/13/2026 12:17:43 PM,  3/29/2026 7:36:45 PM,md,9,
width.md,grid\columns,Text files are different,* 4/13/2026 12:17:43 PM,  3/29/2026 7:36:45 PM,md,6,
incell.md,grid\editing,Text files are different,* 4/13/2026 12:17:43 PM,  3/29/2026 7:36:45 PM,md,15,
inline.md,grid\editing,Text files are different,* 4/13/2026 12:17:43 PM,  3/29/2026 7:36:45 PM,md,15,
overview.md,grid\editing,Text files are different,* 4/13/2026 12:29:35 PM,  3/29/2026 7:36:45 PM,md,14,
popup.md,grid\editing,Text files are different,* 4/13/2026 12:17:43 PM,  3/29/2026 7:36:45 PM,md,19,
validation.md,grid\editing,Text files are different,* 4/13/2026 12:17:43 PM,  3/29/2026 7:36:45 PM,md,5,
csv.md,grid\export,Text files are different,* 4/13/2026 12:17:43 PM,  3/29/2026 7:36:45 PM,md,8,
events.md,grid\export,Text files are different,* 4/13/2026 12:17:43 PM,  3/29/2026 7:36:45 PM,md,16,
excel.md,grid\export,Text files are different,* 4/13/2026 12:17:43 PM,  3/29/2026 7:36:45 PM,md,8,
overview.md,grid\export,Text files are different,* 4/12/2026 7:04:53 AM,  3/29/2026 7:36:45 PM,md,1,
pdf.md,grid\export,Text files are different,* 4/13/2026 12:17:43 PM,  3/29/2026 7:36:45 PM,md,7,
checkboxlist.md,grid\filter,Text files are different,* 4/13/2026 12:17:43 PM,  3/29/2026 7:36:45 PM,md,7,
filter-menu.md,grid\filter,Text files are different,* 4/13/2026 12:17:43 PM,  3/29/2026 7:36:45 PM,md,11,
filter-row.md,grid\filter,Text files are different,* 4/13/2026 12:17:43 PM,  3/29/2026 7:36:45 PM,md,10,
overview.md,grid\filter,Text files are different,* 4/13/2026 12:17:43 PM,  3/29/2026 7:36:45 PM,md,4,
searchbox.md,grid\filter,Text files are different,* 4/13/2026 12:17:43 PM,  3/29/2026 7:36:45 PM,md,11,
aggregates.md,grid\grouping,Text files are different,* 4/13/2026 12:17:43 PM,  3/29/2026 7:36:45 PM,md,7,
load-on-demand.md,grid\grouping,Text files are different,* 4/13/2026 12:17:43 PM,  3/29/2026 7:36:45 PM,md,10,
overview.md,grid\grouping,Text files are different,* 4/13/2026 12:17:43 PM,  3/29/2026 7:36:45 PM,md,6,
cells.md,grid\selection,Text files are different,* 4/13/2026 12:17:43 PM,  3/29/2026 7:36:45 PM,md,27,
overview.md,grid\selection,Text files are different,* 4/13/2026 12:29:35 PM,  3/29/2026 7:36:45 PM,md,3,
rows.md,grid\selection,Text files are different,* 4/13/2026 12:17:43 PM,  3/29/2026 7:36:45 PM,md,7,
ai-assistant-tools-setup.md,grid\smart-ai-features,Text files are different,* 4/13/2026 12:17:43 PM,  3/29/2026 7:36:45 PM,md,5,
ai-chat-assistant.md,grid\smart-ai-features,Text files are different,* 4/13/2026 12:17:43 PM,  3/29/2026 7:36:45 PM,md,5,
ai-column-assistant.md,grid\smart-ai-features,Text files are different,* 4/13/2026 12:16:51 PM,  3/29/2026 7:36:45 PM,md,4,
ai-row-highlight.md,grid\smart-ai-features,Text files are different,* 4/13/2026 12:17:43 PM,  3/29/2026 7:36:45 PM,md,9,
ai-semantic-search.md,grid\smart-ai-features,Text files are different,* 4/13/2026 12:17:43 PM,  3/29/2026 7:36:45 PM,md,4,
ai-smart-box.md,grid\smart-ai-features,Text files are different,* 4/13/2026 12:17:43 PM,  3/29/2026 7:36:45 PM,md,3,
ai-toolbar-assistant.md,grid\smart-ai-features,Text files are different,* 4/13/2026 12:16:51 PM,  3/29/2026 7:36:45 PM,md,3,
overview.md,grid\smart-ai-features,Text files are different,* 4/13/2026 12:16:51 PM,  3/29/2026 7:36:45 PM,md,2,
column-chooser.md,grid\templates,Text files are different,* 4/13/2026 12:17:43 PM,  3/29/2026 7:36:45 PM,md,2,
column-footer.md,grid\templates,Text files are different,* 4/13/2026 12:17:43 PM,  3/29/2026 7:36:45 PM,md,5,
column-group-footer.md,grid\templates,Text files are different,* 4/13/2026 12:17:43 PM,  3/29/2026 7:36:45 PM,md,5,
column-header.md,grid\templates,Text files are different,* 4/13/2026 12:17:43 PM,  3/29/2026 7:36:45 PM,md,5,
column.md,grid\templates,Text files are different,* 4/13/2026 12:17:43 PM,  3/29/2026 7:36:45 PM,md,7,
command-column-header.md,grid\templates,Text files are different,* 4/13/2026 12:17:43 PM,  3/29/2026 7:36:45 PM,md,3,
editor.md,grid\templates,Text files are different,* 4/13/2026 12:17:43 PM,  3/29/2026 7:36:45 PM,md,12,
filter.md,grid\templates,Text files are different,* 4/13/2026 12:17:43 PM,  3/29/2026 7:36:45 PM,md,13,
group-header.md,grid\templates,Text files are different,* 4/13/2026 12:17:43 PM,  3/29/2026 7:36:45 PM,md,5,
no-data-template.md,grid\templates,Text files are different,* 4/13/2026 12:17:43 PM,  3/29/2026 7:36:45 PM,md,3,
pager.md,grid\templates,Text files are different,* 4/13/2026 12:17:43 PM,  3/29/2026 7:36:45 PM,md,2,
popup-buttons-template.md,grid\templates,Text files are different,* 4/13/2026 12:17:43 PM,  3/29/2026 7:36:45 PM,md,3,
popup-form-template.md,grid\templates,Text files are different,* 4/13/2026 12:17:43 PM,  3/29/2026 7:36:45 PM,md,4,
row.md,grid\templates,Text files are different,* 4/13/2026 12:17:43 PM,  3/29/2026 7:36:45 PM,md,3,
data-binding.md,grid,Text files are different,* 4/13/2026 12:17:43 PM,  3/29/2026 7:36:45 PM,md,3,
events.md,grid,Text files are different,* 4/13/2026 12:17:43 PM,  3/29/2026 7:36:45 PM,md,47,
hierarchy.md,grid,Text files are different,* 4/13/2026 12:17:43 PM,  3/29/2026 7:36:45 PM,md,6,
highlighting.md,grid,Text files are different,* 4/13/2026 12:17:43 PM,  3/29/2026 7:36:45 PM,md,2,
keyboard-navigation.md,grid,Text files are different,* 4/13/2026 12:29:35 PM,  3/29/2026 7:36:45 PM,md,9,
loading-animation.md,grid,Text files are different,* 4/13/2026 12:17:43 PM,  3/29/2026 7:36:45 PM,md,2,
manual-operations.md,grid,Text files are different,* 4/13/2026 12:17:43 PM,  3/29/2026 7:36:45 PM,md,9,
overview.md,grid,Text files are different,* 4/13/2026 12:17:43 PM,  3/29/2026 7:36:45 PM,md,9,
paging.md,grid,Text files are different,* 4/13/2026 12:17:43 PM,  3/29/2026 7:36:45 PM,md,6,
refresh-data.md,grid,Text files are different,* 4/13/2026 12:17:43 PM,  3/29/2026 7:36:45 PM,md,17,
row-drag-drop.md,grid,Text files are different,* 4/13/2026 12:17:43 PM,  3/29/2026 7:36:45 PM,md,24,
sizing.md,grid,Text files are different,* 4/13/2026 12:17:43 PM,  3/29/2026 7:36:45 PM,md,7,
sorting.md,grid,Text files are different,* 4/13/2026 12:17:43 PM,  3/29/2026 7:36:45 PM,md,6,
state.md,grid,Text files are different,* 4/13/2026 12:17:43 PM,  3/29/2026 7:36:45 PM,md,20,
toolbar.md,grid,Text files are different,* 4/13/2026 12:17:43 PM,  3/29/2026 7:36:45 PM,md,10,
virtual-scrolling.md,grid,Text files are different,* 4/13/2026 12:17:43 PM,  3/29/2026 7:36:45 PM,md,3,
overview.md,gridlayout,Text files are different,* 3/30/2026 9:08:32 AM,  3/29/2026 7:36:45 PM,md,1,
wai-aria-support.md,listbox\accessibility,Text files are different,* 3/30/2026 2:05:01 PM,  3/29/2026 7:36:45 PM,md,2,
events.md,listbox,Text files are different,* 3/30/2026 9:08:32 AM,  3/29/2026 7:36:45 PM,md,1,
overview.md,listbox,Text files are different,* 3/30/2026 9:08:32 AM,  3/29/2026 7:36:45 PM,md,1,
selection.md,listbox,Text files are different,* 3/30/2026 9:08:32 AM,  3/29/2026 7:36:45 PM,md,1,
toolbar.md,listbox,Text files are different,* 3/30/2026 9:08:32 AM,  3/29/2026 7:36:45 PM,md,1,
wai-aria-support.md,listview\accessibility,Text files are different,* 3/30/2026 9:08:32 AM,  3/29/2026 7:36:45 PM,md,1,
editing.md,listview,Text files are different,* 3/30/2026 9:08:32 AM,  3/29/2026 7:36:45 PM,md,1,
events.md,listview,Text files are different,* 3/30/2026 2:27:29 PM,  3/29/2026 7:36:45 PM,md,1,
overview.md,listview,Text files are different,* 3/30/2026 9:08:32 AM,  3/29/2026 7:36:45 PM,md,2,
paging.md,listview,Text files are different,* 3/30/2026 9:08:32 AM,  3/29/2026 7:36:45 PM,md,1,
refresh-data.md,listview,Text files are different,* 3/30/2026 9:08:32 AM,  3/29/2026 7:36:45 PM,md,5,
templates.md,listview,Text files are different,* 3/30/2026 9:08:32 AM,  3/29/2026 7:36:45 PM,md,5,
appearance.md,loader,Text files are different,* 3/30/2026 9:08:32 AM,  3/29/2026 7:36:45 PM,md,1,
overview.md,loader,Text files are different,* 3/30/2026 9:08:32 AM,  3/29/2026 7:36:45 PM,md,1,
appearance.md,loadercontainer,Text files are different,* 3/30/2026 9:08:32 AM,  3/29/2026 7:36:45 PM,md,1,
overview.md,loadercontainer,Text files are different,* 3/30/2026 9:08:32 AM,  3/29/2026 7:36:45 PM,md,1,
bubble.md,map\layers,Text files are different,* 4/13/2026 12:16:51 PM,  3/29/2026 7:36:45 PM,md,7,
marker.md,map\layers,Text files are different,* 4/13/2026 12:16:51 PM,  3/29/2026 7:36:45 PM,md,21,
overview.md,map\layers,Text files are different,* 4/13/2026 12:16:51 PM,  3/29/2026 7:36:45 PM,md,4,
shape.md,map\layers,Text files are different,* 4/13/2026 12:16:51 PM,  3/29/2026 7:36:45 PM,md,4,
tile.md,map\layers,Text files are different,* 4/13/2026 12:16:51 PM,  3/29/2026 7:36:45 PM,md,7,
events.md,map,Text files are different,* 4/13/2026 12:16:51 PM,  3/29/2026 7:36:45 PM,md,30,
overview.md,map,Text files are different,* 4/13/2026 12:16:51 PM,  3/29/2026 7:36:45 PM,md,17,
wai-aria-support.md,maskedtextbox\accessibility,Text files are different,* 3/30/2026 9:08:32 AM,  3/29/2026 7:36:45 PM,md,1,
appearance.md,maskedtextbox,Text files are different,* 3/30/2026 9:08:32 AM,  3/29/2026 7:36:45 PM,md,1,
events.md,maskedtextbox,Text files are different,* 3/30/2026 9:08:32 AM,  3/29/2026 7:36:45 PM,md,2,
overview.md,maskedtextbox,Text files are different,* 3/30/2026 9:08:32 AM,  3/29/2026 7:36:45 PM,md,3,
overview.md,mediaquery,Text files are different,* 3/30/2026 9:08:32 AM,  3/29/2026 7:36:45 PM,md,1,
wai-aria-support.md,menu\accessibility,Text files are different,* 3/30/2026 9:08:32 AM,  3/29/2026 7:36:45 PM,md,1,
flat-data.md,menu\data-binding,Text files are different,* 3/30/2026 9:08:32 AM,  3/29/2026 7:36:45 PM,md,2,
hierarchical-data.md,menu\data-binding,Text files are different,* 3/30/2026 9:08:32 AM,  3/29/2026 7:36:45 PM,md,1,
overview.md,menu\data-binding,Text files are different,* 3/30/2026 9:08:32 AM,  3/29/2026 7:36:45 PM,md,3,
icons.md,menu,Text files are different,* 3/30/2026 9:08:32 AM,  3/29/2026 7:36:45 PM,md,3,
navigation.md,menu,Text files are different,* 3/30/2026 9:08:32 AM,  3/29/2026 7:36:45 PM,md,1,
refresh-data.md,menu,Text files are different,* 3/30/2026 9:08:32 AM,  3/29/2026 7:36:45 PM,md,3,
templates.md,menu,Text files are different,* 3/30/2026 2:13:21 PM,  3/29/2026 7:36:45 PM,md,1,
wai-aria-support.md,multicolumncombobox\accessibility,Text files are different,* 3/30/2026 2:05:01 PM,  3/29/2026 7:36:45 PM,md,2,
overview.md,multicolumncombobox\columns,Text files are different,* 3/30/2026 9:08:32 AM,  3/29/2026 7:36:45 PM,md,1,
appearance.md,multicolumncombobox,Text files are different,* 3/30/2026 9:08:32 AM,  3/29/2026 7:36:45 PM,md,1,
data-bind.md,multicolumncombobox,Text files are different,* 3/30/2026 9:08:32 AM,  3/29/2026 7:36:45 PM,md,3,
events.md,multicolumncombobox,Text files are different,* 3/30/2026 9:08:32 AM,  3/29/2026 7:36:45 PM,md,4,
overview.md,multicolumncombobox,Text files are different,* 3/30/2026 9:08:32 AM,  3/29/2026 7:36:45 PM,md,11,
templates.md,multicolumncombobox,Text files are different,* 3/30/2026 9:08:32 AM,  3/29/2026 7:36:45 PM,md,3,
virtualization.md,multicolumncombobox,Text files are different,* 3/30/2026 9:08:32 AM,  3/29/2026 7:36:45 PM,md,6,
wai-aria-support.md,multiselect\accessibility,Text files are different,* 3/30/2026 2:07:01 PM,  3/29/2026 7:36:45 PM,md,2,
appearance.md,multiselect,Text files are different,* 3/30/2026 9:08:32 AM,  3/29/2026 7:36:45 PM,md,1,
data-bind.md,multiselect,Text files are different,* 3/30/2026 9:08:32 AM,  3/29/2026 7:36:45 PM,md,2,
events.md,multiselect,Text files are different,* 3/30/2026 9:08:32 AM,  3/29/2026 7:36:45 PM,md,4,
overview.md,multiselect,Text files are different,* 3/30/2026 9:08:32 AM,  3/29/2026 7:36:45 PM,md,15,
refresh-data.md,multiselect,Text files are different,* 3/30/2026 9:08:32 AM,  3/29/2026 7:36:45 PM,md,5,
templates.md,multiselect,Text files are different,* 3/30/2026 9:08:32 AM,  3/29/2026 7:36:45 PM,md,5,
virtualization.md,multiselect,Text files are different,* 3/30/2026 9:08:32 AM,  3/29/2026 7:36:45 PM,md,7,
wai-aria-support.md,notification\accessibility,Text files are different,* 3/30/2026 9:08:32 AM,  3/29/2026 7:36:45 PM,md,1,
appearance.md,notification,Text files are different,* 3/30/2026 9:08:32 AM,  3/29/2026 7:36:45 PM,md,1,
open-close-hide.md,notification,Text files are different,* 3/30/2026 9:08:32 AM,  3/29/2026 7:36:45 PM,md,1,
overview.md,notification,Text files are different,* 3/30/2026 9:08:32 AM,  3/29/2026 7:36:45 PM,md,2,
stacked-notifications.md,notification,Text files are different,* 3/30/2026 9:08:32 AM,  3/29/2026 7:36:45 PM,md,1,
wai-aria-support.md,numerictextbox\accessibility,Text files are different,* 3/30/2026 9:08:32 AM,  3/29/2026 7:36:45 PM,md,1,
appearance.md,numerictextbox,Text files are different,* 3/30/2026 9:08:32 AM,  3/29/2026 7:36:45 PM,md,1,
events.md,numerictextbox,Text files are different,* 3/30/2026 9:08:32 AM,  3/29/2026 7:36:45 PM,md,3,
overview.md,numerictextbox,Text files are different,* 3/30/2026 9:08:32 AM,  3/29/2026 7:36:45 PM,md,5,
wai-aria-support.md,pager\accessibility,Text files are different,* 3/30/2026 9:08:32 AM,  3/29/2026 7:36:45 PM,md,1,
overview.md,pager,Text files are different,* 3/30/2026 9:08:32 AM,  3/29/2026 7:36:45 PM,md,1,
wai-aria-support.md,panelbar\accessibility,Text files are different,* 3/30/2026 9:08:32 AM,  3/29/2026 7:36:45 PM,md,1,
overview.md,panelbar\data-binding,Text files are different,* 3/30/2026 9:08:32 AM,  3/29/2026 7:36:45 PM,md,2,
icons.md,panelbar,Text files are different,* 3/30/2026 9:08:32 AM,  3/29/2026 7:36:45 PM,md,3,
navigation.md,panelbar,Text files are different,* 3/30/2026 9:08:32 AM,  3/29/2026 7:36:45 PM,md,1,
overview.md,panelbar,Text files are different,* 3/30/2026 2:27:30 PM,  3/29/2026 7:36:45 PM,md,1,
refresh-data.md,panelbar,Text files are different,* 3/30/2026 9:08:32 AM,  3/29/2026 7:36:45 PM,md,4,
wai-aria-support.md,pdfviewer\accessibility,Text files are different,* 3/30/2026 2:05:01 PM,  3/29/2026 7:36:45 PM,md,2,
annotations.md,pdfviewer,Text files are different,* 3/30/2026 9:08:32 AM,  3/29/2026 7:36:45 PM,md,1,
form-filling.md,pdfviewer,Text files are different,* 3/30/2026 9:08:32 AM,  3/29/2026 7:36:45 PM,md,1,
overview.md,pdfviewer,Text files are different,* 3/30/2026 9:08:32 AM,  3/29/2026 7:36:45 PM,md,2,
toolbar.md,pdfviewer,Text files are different,* 3/30/2026 9:08:32 AM,  3/29/2026 7:36:45 PM,md,2,
wai-aria-support.md,pivotgrid\accessibility,Text files are different,* 3/30/2026 9:08:32 AM,  3/29/2026 7:36:45 PM,md,1,
data-binding.md,pivotgrid,Text files are different,* 3/30/2026 2:27:30 PM,  3/29/2026 7:36:45 PM,md,1,
overview.md,pivotgrid,Text files are different,* 4/13/2026 12:16:51 PM,  3/29/2026 7:36:45 PM,md,9,
wai-aria-support.md,popover\accessibility,Text files are different,* 3/30/2026 9:08:32 AM,  3/29/2026 7:36:45 PM,md,1,
overview.md,popover,Text files are different,* 3/30/2026 9:08:32 AM,  3/29/2026 7:36:45 PM,md,1,
overview.md,popup,Text files are different,* 4/9/2026 4:14:01 PM,  3/29/2026 7:36:45 PM,md,1,
position-collision.md,popup,Text files are different,* 3/30/2026 9:08:32 AM,  3/29/2026 7:36:45 PM,md,3,
wai-aria-support.md,progressbar\accessibility,Text files are different,* 3/30/2026 9:08:32 AM,  3/29/2026 7:36:45 PM,md,1,
overview.md,progressbar,Text files are different,* 3/30/2026 9:08:32 AM,  3/29/2026 7:36:45 PM,md,1,
events.md,promptbox,Text files are different,* 3/30/2026 9:08:33 AM,  3/29/2026 7:36:45 PM,md,1,
wai-aria-support.md,radiogroup\accessibility,Text files are different,* 3/30/2026 9:08:33 AM,  3/29/2026 7:36:45 PM,md,1,
appearance.md,radiogroup,Text files are different,* 3/30/2026 9:08:33 AM,  3/29/2026 7:36:45 PM,md,2,
data-bind.md,radiogroup,Text files are different,* 3/30/2026 2:27:30 PM,  3/29/2026 7:36:45 PM,md,1,
events.md,radiogroup,Text files are different,* 3/30/2026 9:08:33 AM,  3/29/2026 7:36:45 PM,md,3,
overview.md,radiogroup,Text files are different,* 3/30/2026 9:08:33 AM,  3/29/2026 7:36:45 PM,md,1,
wai-aria-support.md,rangeslider\accessibility,Text files are different,* 3/30/2026 2:05:01 PM,  3/29/2026 7:36:45 PM,md,2,
events.md,rangeslider,Text files are different,* 3/30/2026 9:08:33 AM,  3/29/2026 7:36:45 PM,md,3,
overview.md,rangeslider,Text files are different,* 3/30/2026 9:08:33 AM,  3/29/2026 7:36:45 PM,md,1,
steps.md,rangeslider,Text files are different,* 3/30/2026 9:08:33 AM,  3/29/2026 7:36:45 PM,md,2,
wai-aria-support.md,rating\accessibility,Text files are different,* 3/30/2026 9:08:33 AM,  3/29/2026 7:36:45 PM,md,1,
events.md,rating,Text files are different,* 3/30/2026 9:08:33 AM,  3/29/2026 7:36:45 PM,md,1,
overview.md,rating,Text files are different,* 3/30/2026 9:08:33 AM,  3/29/2026 7:36:45 PM,md,1,
overview.md,rootcomponent,Text files are different,* 3/30/2026 9:08:33 AM,  3/29/2026 7:36:45 PM,md,2,
wai-aria-support.md,sankey\accessibility,Text files are different,* 3/30/2026 9:08:33 AM,  3/29/2026 7:36:45 PM,md,1,
labels.md,sankey\elements,Text files are different,* 3/30/2026 9:08:33 AM,  3/29/2026 7:36:45 PM,md,1,
legend.md,sankey\elements,Text files are different,* 3/30/2026 9:08:33 AM,  3/29/2026 7:36:45 PM,md,1,
links.md,sankey\elements,Text files are different,* 3/30/2026 9:08:33 AM,  3/29/2026 7:36:45 PM,md,1,
nodes.md,sankey\elements,Text files are different,* 3/30/2026 9:08:33 AM,  3/29/2026 7:36:45 PM,md,1,
title.md,sankey\elements,Text files are different,* 3/30/2026 9:08:33 AM,  3/29/2026 7:36:45 PM,md,1,
tooltip.md,sankey\elements,Text files are different,* 3/30/2026 9:08:33 AM,  3/29/2026 7:36:45 PM,md,1,
data-bind.md,sankey,Text files are different,* 3/30/2026 9:08:33 AM,  3/29/2026 7:36:45 PM,md,1,
events.md,sankey,Text files are different,* 3/30/2026 9:08:33 AM,  3/29/2026 7:36:45 PM,md,6,
overview.md,sankey,Text files are different,* 3/30/2026 9:08:33 AM,  3/29/2026 7:36:45 PM,md,1,
wai-aria-support.md,scheduler\accessibility,Text files are different,* 3/30/2026 2:05:01 PM,  3/29/2026 7:36:45 PM,md,2,
delete-confirmation-dialog.md,scheduler\editing,Text files are different,* 3/30/2026 9:08:33 AM,  3/29/2026 7:36:45 PM,md,1,
edit-appointments.md,scheduler\editing,Text files are different,* 3/30/2026 9:08:33 AM,  3/29/2026 7:36:45 PM,md,1,
edit-popup-customization.md,scheduler\editing,Text files are different,* 3/30/2026 9:08:33 AM,  3/29/2026 7:36:45 PM,md,2,
agenda.md,scheduler\views,Text files are different,* 3/30/2026 9:08:33 AM,  3/29/2026 7:36:45 PM,md,1,
day.md,scheduler\views,Text files are different,* 3/30/2026 2:13:45 PM,  3/29/2026 7:36:45 PM,md,4,
month.md,scheduler\views,Text files are different,* 3/30/2026 9:08:33 AM,  3/29/2026 7:36:45 PM,md,1,
multiday.md,scheduler\views,Text files are different,* 3/30/2026 2:13:53 PM,  3/29/2026 7:36:45 PM,md,4,
timeline.md,scheduler\views,Text files are different,* 3/30/2026 2:14:05 PM,  3/29/2026 7:36:45 PM,md,4,
week.md,scheduler\views,Text files are different,* 3/30/2026 2:13:58 PM,  3/29/2026 7:36:45 PM,md,4,
data-bind.md,scheduler,Text files are different,* 3/30/2026 9:08:33 AM,  3/29/2026 7:36:45 PM,md,2,
events.md,scheduler,Text files are different,* 4/13/2026 12:16:51 PM,  3/29/2026 7:36:45 PM,md,42,
manual-operations.md,scheduler,Text files are different,* 3/30/2026 2:01:58 PM,  3/29/2026 7:36:45 PM,md,1,
overview.md,scheduler,Text files are different,* 4/13/2026 12:16:51 PM,  3/29/2026 7:36:45 PM,md,30,
recurrence.md,scheduler,Text files are different,* 3/30/2026 9:08:33 AM,  3/29/2026 7:36:45 PM,md,1,
refresh-data.md,scheduler,Text files are different,* 3/30/2026 2:26:59 PM,  3/29/2026 7:36:45 PM,md,3,
resource-grouping.md,scheduler,Text files are different,* 3/30/2026 2:27:30 PM,  3/29/2026 7:36:45 PM,md,1,
