Compare C:\Projects\Marilo\docs\component-specs with C:\Projects\blazor-docs\components
4/14/2026 9:30:23 AM
Filename,Folder,Comparison Result,Left Date,Right Date,Extension,Differences,Prediffer
resources.md,scheduler,Text files are different,* 4/13/2026 12:16:51 PM,  3/29/2026 7:36:45 PM,md,2,
toolbar.md,scheduler,Text files are different,* 3/30/2026 9:08:33 AM,  3/29/2026 7:36:45 PM,md,1,
wai-aria-support.md,signature\accessibility,Text files are different,* 3/30/2026 9:08:33 AM,  3/29/2026 7:36:45 PM,md,1,
appearance.md,signature,Text files are different,* 3/30/2026 9:08:33 AM,  3/29/2026 7:36:45 PM,md,1,
overview.md,signature,Text files are different,* 3/30/2026 9:08:33 AM,  3/29/2026 7:36:45 PM,md,2,
wai-aria-support.md,skeleton\accessibility,Text files are different,* 3/30/2026 9:08:33 AM,  3/29/2026 7:36:45 PM,md,1,
appearance.md,skeleton,Text files are different,* 3/30/2026 9:08:33 AM,  3/29/2026 7:36:45 PM,md,1,
wai-aria-support.md,slider\accessibility,Text files are different,* 3/30/2026 9:08:33 AM,  3/29/2026 7:36:45 PM,md,1,
events.md,slider,Text files are different,* 3/30/2026 9:08:33 AM,  3/29/2026 7:36:45 PM,md,3,
overview.md,slider,Text files are different,* 3/30/2026 9:08:33 AM,  3/29/2026 7:36:45 PM,md,2,
steps.md,slider,Text files are different,* 3/30/2026 9:08:33 AM,  3/29/2026 7:36:45 PM,md,2,
appearance.md,speechtotextbutton,Text files are different,* 3/30/2026 9:08:33 AM,  3/29/2026 7:36:45 PM,md,6,
events.md,speechtotextbutton,Text files are different,* 3/30/2026 9:08:33 AM,  3/29/2026 7:36:45 PM,md,2,
integration.md,speechtotextbutton,Text files are different,* 3/30/2026 9:08:33 AM,  3/29/2026 7:36:45 PM,md,1,
overview.md,speechtotextbutton,Text files are different,* 3/30/2026 9:08:33 AM,  3/29/2026 7:36:45 PM,md,1,
wai-aria-support.md,splitbutton\accessibility,Text files are different,* 3/30/2026 2:05:01 PM,  3/29/2026 7:36:45 PM,md,2,
appearance.md,splitbutton,Text files are different,* 3/30/2026 9:08:33 AM,  3/29/2026 7:36:45 PM,md,1,
icons.md,splitbutton,Text files are different,* 3/30/2026 9:08:33 AM,  3/29/2026 7:36:45 PM,md,2,
overview.md,splitbutton,Text files are different,* 3/30/2026 9:08:33 AM,  3/29/2026 7:36:45 PM,md,2,
wai-aria-support.md,splitter\accessibility,Text files are different,* 3/30/2026 9:08:33 AM,  3/29/2026 7:36:45 PM,md,1,
events.md,splitter,Text files are different,* 3/30/2026 9:08:33 AM,  3/29/2026 7:36:45 PM,md,3,
overview.md,splitter,Text files are different,* 3/30/2026 9:08:33 AM,  3/29/2026 7:36:45 PM,md,1,
panes.md,splitter,Text files are different,* 3/30/2026 9:08:33 AM,  3/29/2026 7:36:45 PM,md,1,
wai-aria-support.md,spreadsheet\accessibility,Text files are different,* 3/30/2026 2:05:01 PM,  3/29/2026 7:36:45 PM,md,8,
events.md,spreadsheet,Text files are different,* 3/30/2026 9:08:33 AM,  3/29/2026 7:36:45 PM,md,2,
functions-formulas.md,spreadsheet,Text files are different,* 3/30/2026 9:08:33 AM,  3/29/2026 7:36:45 PM,md,1,
overview.md,spreadsheet,Text files are different,* 3/30/2026 9:08:33 AM,  3/29/2026 7:36:45 PM,md,2,
tools.md,spreadsheet,Text files are different,* 3/30/2026 9:08:33 AM,  3/29/2026 7:36:45 PM,md,2,
overview.md,stacklayout,Text files are different,* 3/30/2026 9:08:33 AM,  3/29/2026 7:36:45 PM,md,1,
wai-aria-support.md,stepper\accessibility,Text files are different,* 3/30/2026 9:08:33 AM,  3/29/2026 7:36:45 PM,md,1,
overview.md,stepper\steps,Text files are different,* 3/30/2026 9:08:33 AM,  3/29/2026 7:36:45 PM,md,1,
overview.md,stepper,Text files are different,* 3/30/2026 9:08:33 AM,  3/29/2026 7:36:45 PM,md,1,
overview.md,stockchart\tooltip,Text files are different,* 3/30/2026 9:08:33 AM,  3/29/2026 7:36:45 PM,md,2,
shared.md,stockchart\tooltip,Text files are different,* 3/30/2026 9:08:33 AM,  3/29/2026 7:36:45 PM,md,2,
area.md,stockchart\types,Text files are different,* 3/30/2026 9:08:33 AM,  3/29/2026 7:36:45 PM,md,1,
candlestick.md,stockchart\types,Text files are different,* 3/30/2026 9:08:33 AM,  3/29/2026 7:36:45 PM,md,4,
column.md,stockchart\types,Text files are different,* 3/30/2026 9:08:33 AM,  3/29/2026 7:36:45 PM,md,4,
line.md,stockchart\types,Text files are different,* 3/30/2026 9:08:33 AM,  3/29/2026 7:36:45 PM,md,2,
ohlc.md,stockchart\types,Text files are different,* 3/30/2026 9:08:33 AM,  3/29/2026 7:36:45 PM,md,4,
overview.md,stockchart,Text files are different,* 3/30/2026 9:08:33 AM,  3/29/2026 7:36:45 PM,md,2,
wai-aria-support.md,switch\accessibility,Text files are different,* 3/30/2026 9:08:33 AM,  3/29/2026 7:36:45 PM,md,1,
appearance.md,switch,Text files are different,* 3/30/2026 9:08:33 AM,  3/29/2026 7:36:45 PM,md,1,
events.md,switch,Text files are different,* 3/30/2026 9:08:33 AM,  3/29/2026 7:36:45 PM,md,2,
overview.md,switch,Text files are different,* 3/30/2026 9:08:33 AM,  3/29/2026 7:36:45 PM,md,1,
wai-aria-support.md,tabstrip\accessibility,Text files are different,* 3/30/2026 9:08:33 AM,  3/29/2026 7:36:45 PM,md,1,
header-template.md,tabstrip,Text files are different,* 3/30/2026 9:08:33 AM,  3/29/2026 7:36:45 PM,md,1,
overview.md,tabstrip,Text files are different,* 3/30/2026 9:08:33 AM,  3/29/2026 7:36:45 PM,md,2,
scrollable-tabs.md,tabstrip,Text files are different,* 3/30/2026 9:08:33 AM,  3/29/2026 7:36:45 PM,md,1,
state.md,tabstrip,Text files are different,* 3/30/2026 9:08:33 AM,  3/29/2026 7:36:45 PM,md,1,
wai-aria-support.md,textarea\accessibility,Text files are different,* 3/30/2026 9:08:33 AM,  3/29/2026 7:36:45 PM,md,1,
appearance.md,textarea,Text files are different,* 3/30/2026 9:08:33 AM,  3/29/2026 7:36:45 PM,md,2,
events.md,textarea,Text files are different,* 3/30/2026 9:08:33 AM,  3/29/2026 7:36:45 PM,md,2,
overview.md,textarea,Text files are different,* 3/30/2026 9:08:33 AM,  3/29/2026 7:36:45 PM,md,3,
wai-aria-support.md,textbox\accessibility,Text files are different,* 3/30/2026 9:08:33 AM,  3/29/2026 7:36:45 PM,md,1,
appearance.md,textbox,Text files are different,* 3/30/2026 9:08:33 AM,  3/29/2026 7:36:45 PM,md,2,
events.md,textbox,Text files are different,* 3/30/2026 9:08:33 AM,  3/29/2026 7:36:45 PM,md,2,
overview.md,textbox,Text files are different,* 3/30/2026 9:08:33 AM,  3/29/2026 7:36:45 PM,md,3,
wai-aria-support.md,tilelayout\accessibility,Text files are different,* 3/30/2026 9:08:33 AM,  3/29/2026 7:36:45 PM,md,1,
layout.md,tilelayout,Text files are different,* 3/30/2026 9:08:34 AM,  3/29/2026 7:36:45 PM,md,1,
overview.md,tilelayout,Text files are different,* 3/30/2026 9:08:34 AM,  3/29/2026 7:36:45 PM,md,1,
reorder.md,tilelayout,Text files are different,* 3/30/2026 9:08:34 AM,  3/29/2026 7:36:45 PM,md,1,
resize.md,tilelayout,Text files are different,* 3/30/2026 9:08:34 AM,  3/29/2026 7:36:45 PM,md,1,
wai-aria-support.md,timepicker\accessibility,Text files are different,* 3/30/2026 2:07:02 PM,  3/29/2026 7:36:45 PM,md,2,
appearance.md,timepicker,Text files are different,* 3/30/2026 9:08:34 AM,  3/29/2026 7:36:45 PM,md,1,
events.md,timepicker,Text files are different,* 3/30/2026 9:08:34 AM,  3/29/2026 7:36:45 PM,md,2,
overview.md,timepicker,Text files are different,* 3/30/2026 2:11:42 PM,  3/29/2026 7:36:45 PM,md,8,
wai-aria-support.md,togglebutton\accessibility,Text files are different,* 3/30/2026 9:08:34 AM,  3/29/2026 7:36:45 PM,md,1,
appearance.md,togglebutton,Text files are different,* 3/30/2026 9:08:34 AM,  3/29/2026 7:36:45 PM,md,1,
events.md,togglebutton,Text files are different,* 3/30/2026 9:08:34 AM,  3/29/2026 7:36:45 PM,md,1,
icons.md,togglebutton,Text files are different,* 3/30/2026 9:08:34 AM,  3/29/2026 7:36:45 PM,md,3,
overview.md,togglebutton,Text files are different,* 3/30/2026 9:08:34 AM,  3/29/2026 7:36:45 PM,md,1,
wai-aria-support.md,toolbar\accessibility,Text files are different,* 3/30/2026 9:08:34 AM,  3/29/2026 7:36:45 PM,md,1,
built-in-tools.md,toolbar,Text files are different,* 3/30/2026 9:08:34 AM,  3/29/2026 7:36:45 PM,md,1,
overview.md,toolbar,Text files are different,* 3/30/2026 9:08:34 AM,  3/29/2026 7:36:45 PM,md,1,
wai-aria-support.md,tooltip\accessibility,Text files are different,* 3/30/2026 9:08:34 AM,  3/29/2026 7:36:45 PM,md,1,
overview.md,tooltip,Text files are different,* 3/30/2026 9:08:34 AM,  3/29/2026 7:36:45 PM,md,3,
template.md,tooltip,Text files are different,* 3/30/2026 2:27:30 PM,  3/29/2026 7:36:45 PM,md,1,
wai-aria-support.md,treelist\accessibility,Text files are different,* 3/30/2026 2:05:01 PM,  3/29/2026 7:36:45 PM,md,3,
auto-generated.md,treelist\columns,Text files are different,* 3/30/2026 9:08:34 AM,  3/29/2026 7:36:45 PM,md,1,
checkbox.md,treelist\columns,Text files are different,* 3/30/2026 9:08:34 AM,  3/29/2026 7:36:45 PM,md,1,
display-format.md,treelist\columns,Text files are different,* 3/30/2026 9:08:34 AM,  3/29/2026 7:36:45 PM,md,2,
multi-column-headers.md,treelist\columns,Text files are different,* 3/30/2026 9:08:34 AM,  3/29/2026 7:36:45 PM,md,1,
width.md,treelist\columns,Text files are different,* 3/30/2026 9:08:34 AM,  3/29/2026 7:36:45 PM,md,1,
flat-data.md,treelist\data-binding,Text files are different,* 3/30/2026 9:08:34 AM,  3/29/2026 7:36:45 PM,md,1,
hierarchical-data.md,treelist\data-binding,Text files are different,* 3/30/2026 9:08:34 AM,  3/29/2026 7:36:45 PM,md,1,
load-on-demand.md,treelist\data-binding,Text files are different,* 3/30/2026 9:08:34 AM,  3/29/2026 7:36:45 PM,md,1,
overview.md,treelist\data-binding,Text files are different,* 3/30/2026 9:08:34 AM,  3/29/2026 7:36:45 PM,md,3,
incell.md,treelist\editing,Text files are different,* 3/30/2026 9:08:34 AM,  3/29/2026 7:36:45 PM,md,6,
inline.md,treelist\editing,Text files are different,* 3/30/2026 9:08:34 AM,  3/29/2026 7:36:45 PM,md,6,
overview.md,treelist\editing,Text files are different,* 3/30/2026 2:27:30 PM,  3/29/2026 7:36:45 PM,md,1,
popup.md,treelist\editing,Text files are different,* 3/30/2026 9:08:34 AM,  3/29/2026 7:36:45 PM,md,7,
validation.md,treelist\editing,Text files are different,* 3/30/2026 9:08:34 AM,  3/29/2026 7:36:45 PM,md,3,
filter-menu.md,treelist\filter,Text files are different,* 3/30/2026 9:08:34 AM,  3/29/2026 7:36:45 PM,md,3,
filter-row.md,treelist\filter,Text files are different,* 4/12/2026 12:07:52 PM,  3/29/2026 7:36:45 PM,md,4,
overview.md,treelist\filter,Text files are different,* 4/12/2026 12:07:52 PM,  3/29/2026 7:36:45 PM,md,1,
searchbox.md,treelist\filter,Text files are different,* 3/30/2026 9:08:34 AM,  3/29/2026 7:36:45 PM,md,3,
cells.md,treelist\selection,Text files are different,* 3/30/2026 9:08:34 AM,  3/29/2026 7:36:45 PM,md,1,
editor.md,treelist\templates,Text files are different,* 3/30/2026 9:08:34 AM,  3/29/2026 7:36:45 PM,md,1,
aggregates.md,treelist,Text files are different,* 3/30/2026 2:04:21 PM,  3/29/2026 7:36:45 PM,md,1,
events.md,treelist,Text files are different,* 4/13/2026 12:16:51 PM,  3/29/2026 7:36:45 PM,md,11,
overview.md,treelist,Text files are different,* 4/13/2026 12:16:51 PM,  3/29/2026 7:36:45 PM,md,2,
paging.md,treelist,Text files are different,* 3/30/2026 9:08:34 AM,  3/29/2026 7:36:45 PM,md,1,
refresh-data.md,treelist,Text files are different,* 3/30/2026 9:08:34 AM,  3/29/2026 7:36:45 PM,md,5,
row-drag-drop.md,treelist,Text files are different,* 4/13/2026 12:16:51 PM,  3/29/2026 7:36:45 PM,md,6,
sorting.md,treelist,Text files are different,* 4/12/2026 12:07:52 PM,  3/29/2026 7:36:45 PM,md,2,
state.md,treelist,Text files are different,* 3/30/2026 2:27:30 PM,  3/29/2026 7:36:45 PM,md,12,
toolbar.md,treelist,Text files are different,* 3/30/2026 9:08:34 AM,  3/29/2026 7:36:45 PM,md,1,
virtual-scrolling.md,treelist,Text files are different,* 4/13/2026 12:16:51 PM,  3/29/2026 7:36:45 PM,md,1,
wai-aria-support.md,treeview\accessibility,Text files are different,* 4/13/2026 12:16:51 PM,  3/29/2026 7:36:45 PM,md,5,
flat-data.md,treeview\data-binding,Text files are different,* 3/30/2026 9:08:34 AM,  3/29/2026 7:36:45 PM,md,1,
hierarchical-data.md,treeview\data-binding,Text files are different,* 3/30/2026 9:08:34 AM,  3/29/2026 7:36:45 PM,md,1,
load-on-demand.md,treeview\data-binding,Text files are different,* 3/30/2026 2:14:37 PM,  3/29/2026 7:36:45 PM,md,4,
overview.md,treeview\data-binding,Text files are different,* 3/30/2026 9:08:34 AM,  3/29/2026 7:36:45 PM,md,2,
drag-drop.md,treeview,Text files are different,* 3/30/2026 2:27:30 PM,  3/29/2026 7:36:45 PM,md,1,
events.md,treeview,Text files are different,* 4/13/2026 12:16:51 PM,  3/29/2026 7:36:45 PM,md,25,
icons.md,treeview,Text files are different,* 3/30/2026 9:08:34 AM,  3/29/2026 7:36:45 PM,md,3,
navigation.md,treeview,Text files are different,* 3/30/2026 9:08:34 AM,  3/29/2026 7:36:45 PM,md,1,
overview.md,treeview,Text files are different,* 4/13/2026 12:16:51 PM,  3/29/2026 7:36:45 PM,md,3,
refresh-data.md,treeview,Text files are different,* 3/30/2026 9:08:34 AM,  3/29/2026 7:36:45 PM,md,5,
templates.md,treeview,Text files are different,* 3/30/2026 2:26:41 PM,  3/29/2026 7:36:45 PM,md,1,
wai-aria-support.md,upload\accessibility,Text files are different,* 3/30/2026 9:08:34 AM,  3/29/2026 7:36:45 PM,md,1,
events.md,upload,Text files are different,* 3/30/2026 9:08:34 AM,  3/29/2026 7:36:45 PM,md,3,
overview.md,upload,Text files are different,* 3/30/2026 9:08:34 AM,  3/29/2026 7:36:45 PM,md,3,
validation.md,upload,Text files are different,* 3/30/2026 9:08:34 AM,  3/29/2026 7:36:45 PM,md,1,
overview.md,validation,Text files are different,* 3/30/2026 9:08:34 AM,  3/29/2026 7:36:45 PM,md,3,
wai-aria-support.md,window\accessibility,Text files are different,* 3/30/2026 2:05:01 PM,  3/29/2026 7:36:45 PM,md,2,
actions.md,window,Text files are different,* 3/30/2026 9:08:34 AM,  3/29/2026 7:36:45 PM,md,1,
animation.md,window,Text files are different,* 3/30/2026 9:08:34 AM,  3/29/2026 7:36:45 PM,md,2,
events.md,window,Text files are different,* 3/30/2026 9:08:34 AM,  3/29/2026 7:36:45 PM,md,1,
overview.md,window,Text files are different,* 3/30/2026 9:08:34 AM,  3/29/2026 7:36:45 PM,md,2,
size.md,window,Text files are different,* 3/30/2026 9:08:34 AM,  3/29/2026 7:36:45 PM,md,1,
wai-aria-support.md,wizard\accessibility,Text files are different,* 3/30/2026 9:08:34 AM,  3/29/2026 7:36:45 PM,md,1,
overview.md,wizard,Text files are different,* 3/30/2026 9:08:34 AM,  3/29/2026 7:36:45 PM,md,1,
